L122,IIS,UC,RILIS
S2049,GRIFFIN,UC,RILIS
S2003,YIELD,UC,RILIS
S1790,GRIFFIN,UC,RILIS
S2018,DRAGON,Graphite,RILIS
S2034,DRAGON,Graphite,RILIS
S841,YIELD,UC,RILIS
S841,YIELD,p2n,RILIS
S1685,GRIFFIN,UC,RILIS
S2011,GRIFFIN,UC,RILIS
S1578,TITAN,UC,RILIS
S2036,GRIFFIN,UC,RILIS

